
'1392336179';'14.02.2014';'01:02:59';'b8:27:eb:43:38:d3';'booky';'192.168.1.205'<br />
'1392336199';'14.02.2014';'01:03:19';'b8:27:eb:43:38:d3';'booky';'192.168.1.205'<br />
'1392337575';'14.02.2014';'01:26:15';'b8:27:eb:43:38:d3';'booky';'192.168.1.205'<br />
'1392337999';'14.02.2014';'01:33:19';'b8:27:eb:43:38:d3';'booky';'192.168.1.205'<br />
'1392339624';'14.02.2014';'02:00:24';'b8:27:eb:43:38:d3';'booky';'192.168.1.205'<br />
'1392341316';'14.02.2014';'02:28:36';'mac-Variable fehlt!';'hostname-Variable fehlt!';'ip-Variable fehlt!'<br />
